order_id,sno,order_item_id,instruction,cat,meat,rice,additional,daigs,rate,net
2311,1,522,,CAT,9,6,0,1,860,5160
2311,2,55,,CAT,2,2,0,1,180,360
2312,1,522,,CAT,12.5,10,0,1,770,7700
2313,1,522,,CAT,10,8,0,1,770,6160
2313,2,87,,CAT,6,6,0,1,250,1500
2314,1,1,,PARTY,8,8,0,1,400,3200
2315,1,1,,CAT,15,10,0,1,820,8200
2315,2,187,,CAT,2,2,0,1,500,1000
2316,1,55,,CAT,1.5,1.5,0,1,180,270
2316,2,522,"DARMIANA MASALA",CAT,7.5,6,0,1,770,4620
2316,3,16,,CAT,8,8,0,1,560,4480
2316,4,53,,CAT,3,3,0,1,120,360
2316,5,51,,CAT,4,4,0,1,210,840
2316,6,33,,CAT,8,8,0,1,300,2400
2317,1,361,,CAT,6,6,0,1,880,5280
2318,1,542,,CAT,7,7,0,1,900,6300
2319,1,522,"MIRCH KAM",CAT,6.25,5,0,1,770,3850
2319,2,522,,CAT,1.25,1,0,1,770,770
2320,1,522,,CAT,28.5,28.5,0,1,700,19950
2320,2,130,,CAT,18,18,0,1,1200,21600
2320,3,571,,CAT,25,25,0,1,60,1500
2320,4,614,,CAT,4,4,0,1,200,800
2321,1,522,,CAT,12.75,12.75,0,1,700,8925
2322,1,53,,CAT,5,5,0,1,120,600
2322,2,137,,CAT,9,9,0,1,240,2160
2322,3,530,"Hari Mirch Kam",CAT,7.5,5,0,1,820,4100
2322,4,513,,CAT,5,5,0,1,630,3150
2322,5,55,,CAT,3,3,0,1,180,540
2322,6,513,,CAT,18,18,0,1,630,11340
2322,7,530,"Hari Mirch Kam",CAT,21,14,0,1,820,11480
2323,1,522,"Chat Pati",CAT,4,4,0,1,700,2800
2323,2,522,"Chat Pati",CAT,6,4,0,1,840,3360
2323,3,197,"Chat Pati",CAT,8,8,0,1,600,4800
2323,4,80,,CAT,7,7,0,1,450,3150
2323,5,53,,CAT,2,2,0,1,120,240
2323,6,51,,CAT,3,3,0,1,210,630
2323,7,55,,CAT,1.5,1.5,0,1,180,270
2324,1,522,"Chat Pati",CAT,5,5,0,1,700,3500
2325,1,522,"Chat Pati",CAT,5,5,0,1,700,3500
2326,1,12,,CAT,4,4,0,1,1350,5400
2326,2,522,,CAT,4.5,3,0,1,900,2700
2326,3,83,,CAT,4,4,0,1,450,1800
2326,4,55,,CAT,1,1,0,1,180,180
2326,5,53,,CAT,2,2,0,1,120,240
2326,6,51,,CAT,2,2,0,1,210,420
2327,1,187,,CAT,16,16,0,1,500,8000
2327,2,513,,CAT,16,16,0,1,620,10080
2328,1,563,,CAT,2,2,0,1,250,500
2328,2,513,,CAT,7,7,0,1,620,4340
2328,3,21,,CAT,10,10,0,1,520,5200
2328,4,361,,CAT,9,7,0,1,1120,7840
2328,5,80,,CAT,8,8,0,1,450,3600
2328,6,97,,CAT,4,4,0,1,600,2400
2328,7,53,,CAT,3,3,0,1,120,360
2328,8,55,,CAT,1.5,1.5,0,1,180,270
2328,9,316,,CAT,5,5,0,1,240,1200
2329,1,4,,CAT,4.5,3,0,1,850,2550
2329,2,511,,CAT,1.5,1.5,0,1,900,1350
2330,1,130,,CAT,4,4,0,1,1700,6800
2331,1,1,,CAT,10,10,0,1,670,6700
2331,2,30,,CAT,5,5,0,1,900,4500
2332,1,541,,CAT,35,35,0,1,180,6300
2332,2,518,,CAT,30,20,0,1,1120,22400
2332,3,187,,CAT,45,45,0,1,500,22500
2332,4,513,,CAT,50,50,0,1,620,31000
2333,1,187,,CAT,22,22,0,1,500,11000
2334,1,522,"Darmiana Masala,Rasili",CAT,9,6,0,1,840,5040
2335,1,567,"Chat Pati",PARTY,10,8,0,1,400,3200
2336,1,522,,CAT,33.25,33.25,0,1,690,22942
2336,2,130,,CAT,27,27,0,1,1200,32400
2336,3,1,,PARTY,1,4.5,0,1,400,1800
2337,1,522,,CAT,9.5,9.5,0,1,690,6555
2337,2,1,,CAT,10,10,0,1,670,6700
2338,1,522,"Darmiana Masala",CAT,7,7,0,1,700,4900
2339,1,66,,PARTY,12,12,0,1,350,4200
2340,1,522,"Darmiana Masala",CAT,7.5,5,0,1,825,4125
2340,2,522,"Darmiana Masala",CAT,7.5,5,0,1,825,4125
2341,1,13,,CAT,12,12,0,1,570,6840
2341,2,53,,CAT,12.5,12.5,0,1,120,1500
2342,1,1,,CAT,5,5,0,1,670,3350
2343,1,522,,CAT,6,6,0,1,770,4620
2344,1,137,,CAT,6,6,0,1,240,1440
2344,2,263,,CAT,200,200,0,1,14,2800
2344,3,116,,CAT,7,7,0,1,220,1540
2344,4,513,,CAT,6,6,0,1,620,3720
2344,5,5,,CAT,6,4,0,1,1900,7600
2344,6,21,,CAT,14,14,0,1,550,7700
2345,1,542,"Darmiana Masala",PARTY,4,4,0,1,420,1680
2346,1,30,,CAT,1,1,0,1,1000,1000
2346,2,522,"DARMIANA MASALA",CAT,7.5,5,0,1,850,4250
2347,1,522,"Darmiana Masala",CAT,5,5,0,1,700,3500
2348,1,361,,CAT,12,8,0,1,1120,8960
2348,2,30,,CAT,3,3,0,1,900,2700
2348,3,1,,CAT,3,2,0,1,820,1640
2349,1,197,,PARTY,3,3,0,1,320,960
2349,2,13,,PARTY,0.5,0.5,0,1,280,140
2350,1,557,,CAT,85,85,0,1,130,11050
2351,1,522,"Mirch Kam",CAT,7.5,5,0,1,840,4200
2352,1,518,,PARTY,1,4,0,1,480,1920
2352,2,30,,CAT,3,3,0,1,900,2700
2353,1,522,,CAT,5,5,0,1,700,3500
2353,2,361,,CAT,8,8,0,1,900,7200
2354,1,522,,CAT,3,3,0,1,750,2250
2355,1,522,,CAT,12.5,10,0,1,770,7700
2355,2,13,,CAT,5,5,0,1,560,2800
2355,3,13,,CAT,5,5,0,1,560,2800
2355,4,51,,CAT,4,4,0,1,210,840
2355,5,1,"Mirch Kam",CAT,5,5,0,1,680,3400
2355,6,1,"Mirch Kam",CAT,5,5,0,1,680,3400
2356,1,522,,PARTY,1,5,0,1,420,2100
2357,1,522,"DARMIANA MASALA",CAT,15,10,0,1,840,8400
2358,1,362,,CAT,30,30,0,1,20,600
2358,2,13,,CAT,4,4,0,1,560,2240
2359,1,522,,CAT,23.75,23.75,0,1,700,16625
2359,2,130,,CAT,19.5,19.5,0,1,1200,23400
2359,3,187,,CAT,5,5,0,1,400,2000
2360,1,522,,CAT,13,13,0,1,700,9100
2360,2,571,,CAT,38,38,0,1,60,2280
2361,1,522,,CAT,33.25,33.25,0,1,700,23275
2361,2,130,,CAT,18,18,0,1,1200,21600
2361,3,571,,CAT,40,40,0,1,60,2400
2361,4,614,,CAT,8,8,0,1,200,1600
2362,1,522,,CAT,14.25,14.25,0,1,700,9975
2362,2,571,,CAT,51,51,0,1,60,3060
2363,1,1,,CAT,4,6,0,1,587,3522
2364,1,1,,CAT,10,10,0,1,680,6800
2365,1,83,,CAT,48,48,0,1,450,21600
2365,2,53,,CAT,14,14,0,1,120,1680
2365,3,316,,CAT,28,28,0,1,240,6720
2365,4,55,,CAT,8,8,0,1,180,1440
2365,5,360,,CAT,4,4,0,1,600,2400
2365,6,145,,CAT,16,16,0,1,300,4800
2365,7,624,,CAT,400,400,0,1,10,4000
2365,8,513,,CAT,50,50,0,1,630,31500
2365,9,361,,CAT,48,32,0,1,1120,35840
2366,1,130,,CAT,1.5,1.5,1.5,1,1800,2700
2367,1,522,,CAT,6,6,0,1,700,4200
2368,1,1,,CAT,9,6,0,1,820,4920
2368,2,187,,CAT,5,5,0,1,500,2500
2369,1,522,,CAT,5,5,0,1,700,3500
2369,2,522,,CAT,5,5,0,1,700,3500
2370,1,33,,CAT,17.5,17.5,0,1,350,6125
2371,1,587,,CAT,10,10,0,1,680,6800
2372,1,522,,CAT,5,5,0,1,700,3500
2373,1,13,,CAT,7,7,0,1,560,3920
2373,2,53,,CAT,9,9,0,1,120,1080
2374,1,234,,PARTY,4,4,0,1,350,1400
2375,1,522,,CAT,5,5,0,1,700,3500
2375,2,30,,CAT,3,3,0,1,900,2700
2376,1,53,,CAT,2,2,0,1,120,240
2376,2,316,,CAT,4,4,0,1,240,960
2376,3,55,,CAT,1.5,1.5,0,1,180,270
2376,4,563,,CAT,2,2,0,1,250,500
2376,5,116,,CAT,7,7,0,1,220,1540
2376,6,663,,CAT,125,125,0,1,18,2250
2376,7,187,,CAT,9,9,0,1,500,4500
2376,8,1,,CAT,12.5,10,0,1,750,7500
2376,9,16,,CAT,6,6,0,1,560,3360
2377,1,522,"DARMIANA MASALA",CAT,6,6,0,1,700,4200
2378,1,522,"Darmiana Masala",CAT,8,8,0,1,700,5600
2378,2,217,,CAT,2,2,0,1,550,1100
2379,1,522,,CAT,5,5,0,1,700,3500
2380,1,522,,CAT,30,30,0,1,700,21000
2381,1,1,,CAT,5,5,0,1,680,3400
2382,1,522,,CAT,28.5,28.5,0,1,700,19950
2383,1,522,,CAT,14.25,14.25,0,1,700,9975
2383,2,677,,CAT,10,10,0,1,280,2800
2383,3,571,,CAT,51,51,0,1,60,3060
2384,1,316,,CAT,16,16,0,1,240,3840
2384,2,55,,CAT,4,4,0,1,200,800
2384,3,360,,CAT,2,2,0,1,600,1200
2384,4,140,,CAT,1,1,0,1,4000,4000
2384,5,116,,CAT,22,22,0,1,220,4840
2384,6,53,,CAT,5,5,0,1,120,600
2384,7,61,,CAT,225,225,0,1,35,7875
2384,8,151,,CAT,225,225,0,1,20,4500
2384,9,624,,CAT,12,12,0,1,200,2400
2384,10,143,,CAT,500,500,0,1,20,10000
2384,11,145,,CAT,18,18,0,1,300,5400
2384,12,209,,CAT,225,225,0,1,80,18000
2384,13,513,,CAT,22,22,0,1,650,14300
2384,14,182,,CAT,21,14,0,1,2000,28000
2384,15,495,,CAT,40,40,0,1,700,28000
2384,16,460,,CAT,45,45,0,1,600,27000
2384,17,324,,CAT,40,40,0,1,550,22000
2385,1,13,,CAT,7,7,0,1,560,3920
2385,2,53,,CAT,9,9,0,1,120,1080
2386,1,1,,CAT,7.5,5,0,1,820,4100
2387,1,130,,CAT,3,3,0,1,1800,5400
2388,1,361,"Chat Pati",CAT,7.5,5,0,1,1120,5600
2389,1,522,,CAT,10,10,0,1,710,7100
2390,1,522,"Chat Pati",CAT,10,10,0,1,730,7300
2391,1,542,,CAT,4,3,0,1,1110,3330
2391,2,542,,CAT,4,3,0,1,1110,3330
2391,3,187,,CAT,2,2,0,1,500,1000
2391,4,187,,CAT,2,2,0,1,500,1000
2392,1,522,,CAT,10,8,0,1,782,6256
2393,1,511,,CAT,8,8,0,1,900,7200
2394,1,522,"DARMIANA MASALA",CAT,7.5,5,0,1,855,4275
2395,1,179,,CAT,3,3,0,1,1200,3600
2395,2,66,,CAT,5,5,0,1,1350,6750
2395,3,541,,CAT,5,5,0,1,150,750
2395,4,21,,CAT,5,5,0,1,650,3250
2396,1,571,,CAT,30,30,0,1,60,1800
2396,2,614,,CAT,3,3,0,1,200,600
2397,1,33,,CAT,5,5,0,1,350,1750
2397,2,1,"Mirch Kam",CAT,6,6,0,1,690,4140
2398,1,522,,CAT,10,10,0,1,710,7100
2399,1,542,"Mirch Kam",CAT,7.5,5,0,1,1140,5700
2399,2,30,,CAT,3,3,0,1,900,2700
2400,1,324,,CAT,10,10,0,1,500,5000
2400,2,522,"CHAT PATI",CAT,10,10,0,1,700,7000
2401,1,522,,CAT,28.5,28.5,0,1,710,20235
2402,1,522,,CAT,9.5,9.5,0,1,710,6745
2402,2,1,,CAT,12,12,0,1,690,8280
2403,1,30,,CAT,2,2,0,1,900,1800
2403,2,1,"Darmiana Masala",CAT,5,5,0,1,690,3450
2404,1,1,"Darmiana Masala",CAT,6,4,0,1,835,3340
2405,1,517,,CAT,5,5,0,1,1450,7250
2406,1,542,"Darmiana Masala",CAT,5,5,0,1,900,4500
2407,1,522,"Chat Pati",CAT,7.5,5,0,1,855,4275
2408,1,522,,CAT,5,5,0,1,710,3550
2408,2,30,"Metha Darmiyana",CAT,2,2,0,1,900,1800
2409,1,522,,CAT,8,8,0,1,810,6480
2409,2,16,"Oil Kam",CAT,5,5,0,1,660,3300
2410,1,217,,CAT,5,5,0,1,550,2750
2410,2,522,"Mirch Kam",CAT,10,10,0,1,710,7100
2411,1,522,,CAT,33.5,33.5,0,1,710,23785
2411,2,571,,CAT,30,30,0,1,60,1800
2411,3,614,,CAT,7,7,0,1,200,1400
2412,1,522,,CAT,9.5,9.5,0,1,710,6745
2413,1,522,"Darmiana Masala",CAT,5,5,0,1,710,3550
2414,1,522,"CHAT PATI",CAT,5,5,0,1,720,3600
2415,1,66,,CAT,6,6,0,1,1350,8100
2416,1,522,,PARTY,1,5,0,1,450,2250
2417,1,575,,CAT,60,60,0,1,130,7800
2418,1,522,"BOMBY STYLE",CAT,7.5,5,0,1,940,4700
2418,2,16,,CAT,5,5,0,1,660,3300
2418,3,33,,CAT,3,3,0,1,450,1350
2419,1,522,,CAT,15,15,0,1,700,10500
2420,1,542,,CAT,22.5,18,0,1,1020,18360
2420,2,542,,CAT,6.25,5,0,1,1020,5100
2420,3,85,,CAT,1,1,0,1,350,350
2420,4,85,,CAT,3,3,0,1,350,1050
2421,1,522,"Darmiana Masala",CAT,15,12,0,1,770,9240
2421,2,33,,CAT,5,5,0,1,350,1750
2421,3,55,,CAT,2,2,0,1,180,360
2422,1,13,,CAT,10,10,0,1,560,5600
2422,2,53,,CAT,12,12,0,1,120,1440
2422,3,30,,CAT,3,3,0,1,900,2700
2423,1,522,,CAT,12.5,10,0,1,770,7700
2423,2,673,,CAT,6.25,5,0,1,838,4190
2424,1,522,,CAT,12.5,10,0,1,770,7700
2424,2,522,,CAT,6.25,5,0,1,770,3850
2424,3,30,,CAT,3,3,0,1,900,2700
2425,1,522,,CAT,7,7,0,1,720,5040
2425,2,55,,CAT,2,2,0,1,180,360
2426,1,1,,CAT,10,10,0,1,680,6800
2427,1,522,,CAT,10,10,0,1,700,7000
2427,2,30,,CAT,3,3,0,1,900,2700
2428,1,79,"MIRCH KAM",CAT,8,8,0,1,500,4000
2428,2,361,,CAT,7,6,0,1,960,5760
2429,1,518,,PARTY,1,5,0,1,450,2250
2430,1,361,,PARTY,24,16,0,1,400,6400
2430,2,30,,CAT,4,4,0,1,900,3600
2431,1,522,,CAT,30,30,0,1,720,21600
2432,1,522,,CAT,15,15,0,1,700,10500
2433,1,542,,CAT,7.5,5,0,1,1240,6200
2433,2,55,,CAT,2,2,0,1,180,360
2433,3,489,,CAT,5,5,0,1,875,4375
2434,1,522,"Darmiana Masala",CAT,6,6,0,1,720,4320
2435,1,523,,CAT,15,15,0,1,790,11850
2436,1,55,,CAT,4,4,0,1,180,720
2436,2,140,,CAT,1,1,0,1,3500,3500
2436,3,488,,CAT,9,9,0,1,1000,9000
2436,4,571,,CAT,45,45,0,1,80,3600
2436,5,542,,CAT,10.5,7,0,1,1140,7980
2436,6,542,,CAT,7.5,5,0,1,1140,5700
2436,7,225,,CAT,15,15,0,1,1400,21000
2436,8,187,,CAT,16,16,0,1,500,8000
2437,1,522,,PARTY,6,6,0,1,500,3000
2438,1,522,Golden,CAT,7,7,0,1,750,5250
2438,2,30,,CAT,3,3,0,1,1000,3000
2439,1,522,,CAT,5,5,0,1,720,3600
2440,1,542,,CAT,3,3,0,1,900,2700
2440,2,522,"Chat Pati,Spicy",CAT,8,8,0,1,700,5600
2440,3,522,,CAT,8,8,0,1,700,5600
2441,1,522,,CAT,33.25,33.25,0,1,700,23275
2442,1,522,,CAT,9.5,9.5,0,1,700,6650
2443,1,522,Spicy,CAT,6,6,0,1,700,4200
2444,1,522,,CAT,5,5,0,1,720,3600
2445,1,522,,CAT,5,5,0,1,720,3600
2445,2,30,,CAT,1.5,1.5,0,1,900,1350
2446,1,522,,CAT,5,5,0,1,800,4000
2446,2,83,,CAT,3,3,0,1,550,1650
2447,1,587,"HARA MASALA DARMIYANA",CAT,15,15,0,1,680,10200
2448,1,542,,CAT,5,5,0,1,900,4500
2448,2,30,,CAT,3,3,0,1,900,2700
2448,3,498,,CAT,5,5,0,1,750,3750
2448,4,55,,CAT,1,1,0,1,180,180
2448,5,53,,CAT,4,4,0,1,120,480
2449,1,522,,CAT,7,7,0,1,720,5040
2450,1,1,"Oil Kam",CAT,5,5,0,1,720,3600
2451,1,1,,CAT,7.5,6,0,1,750,4500
2451,2,1,,CAT,7.5,6,0,1,750,4500
2451,3,1,,CAT,7.5,6,0,1,750,4500
2451,4,1,,CAT,7.5,6,0,1,750,4500
2451,5,30,,CAT,5,5,0,1,900,4500
2452,1,522,,CAT,5,5,0,1,700,3500
2453,1,1,,PARTY,1,4,0,1,450,1800
2454,1,522,,CAT,45.75,45.75,0,1,700,32025
2454,2,4,,CAT,5,5,0,1,680,3400
2455,1,522,,CAT,9.5,9.5,0,1,700,6650
2455,2,4,,CAT,10,10,0,1,680,6800
2456,1,522,,CAT,5,5,0,1,720,3600
2457,1,55,,CAT,2,2,0,1,180,360
2457,2,563,,CAT,2,2,0,1,300,600
2457,3,567,,CAT,10,6,0,1,2165,12990
2458,1,1,,CAT,37.5,25,0,1,820,20500
2458,2,30,,CAT,5,5,0,1,900,4500
2459,1,55,,CAT,1,1,0,1,180,180
2459,2,522,,CAT,5,5,0,1,720,3600
2459,3,522,,CAT,5,5,0,1,720,3600
2459,4,83,,CAT,5,5,0,1,450,2250
2460,1,522,Spicy,CAT,3,3,0,1,800,2400
2461,1,542,,CAT,10,10,0,1,900,9000
2462,1,16,,CAT,5,5,0,1,560,2800
2462,2,53,,CAT,4,4,0,1,120,480
2463,1,13,,CAT,5,5,0,1,560,2800
2463,2,53,,CAT,4,4,0,1,120,480
2464,1,522,,CAT,15,10,0,1,840,8400
2465,1,489,"Hara Masala Grind",CAT,4,4,0,1,800,3200
2466,1,360,,CAT,3,3,0,1,600,1800
2466,2,53,,CAT,6,6,0,1,120,720
2466,3,51,,CAT,10,10,0,1,210,2100
2466,4,55,,CAT,5,5,0,1,180,900
2466,5,66,,CAT,18,18,0,1,1300,23400
2466,6,361,,CAT,18,12,0,1,1120,13440
2466,7,548,,CAT,42,42,0,1,480,20160
2466,8,80,,CAT,22,22,0,1,400,8800
2467,1,66,,CAT,8,8,0,1,1350,10800
2467,2,548,,CAT,10,10,0,1,500,5000
2467,3,82,,CAT,7,7,0,1,650,4550
2467,4,221,,CAT,9,9,0,1,775,6975
2467,5,177,,CAT,6,4,0,1,1900,7600
2467,6,140,,CAT,1,1,0,1,4000,4000
2467,7,360,,CAT,1,1,0,1,600,600
2467,8,187,,CAT,10,10,0,1,500,5000
2467,9,55,,CAT,1.5,1.5,0,1,200,300
2468,1,542,,CAT,22.5,18,0,1,1020,18360
2468,2,511,,CAT,3,3,0,1,900,2700
2468,3,55,,CAT,3,3,0,1,180,540
2469,1,522,,PARTY,6,5,0,1,450,2250
2470,1,30,,CAT,2,2,0,1,900,1800
2470,2,542,,PARTY,1,8,0,1,420,3360
2471,1,1,"Darmiana Masala",CAT,7,5,0,1,800,4000
2472,1,87,,CAT,70,70,0,1,160,11200
2473,1,87,,CAT,16,16,0,1,160,2560
2474,1,1,"Darmiana Masala",CAT,7,5,0,1,800,4000
2474,2,1,"Darmiana Masala",CAT,7,5,0,1,792,3960
2475,1,30,,CAT,2,2,0,1,900,1800
2475,2,522,,CAT,6,6,0,1,720,4320
2476,1,1,,CAT,6,6,0,1,700,4200
2476,2,575,,CAT,16,16,0,1,130,2080
2477,1,522,,CAT,10,10,0,1,700,7000
2478,1,522,,CAT,10,10,0,1,700,7000
2479,1,635,,CAT,100,100,0,1,416,41600
2480,1,30,,CAT,6,6,0,1,900,5400
2480,2,55,,CAT,5,5,0,1,200,1000
2481,1,30,,CAT,5,5,0,1,900,4500
2482,1,1,,CAT,7,7,0,1,700,4900
2483,1,513,,CAT,4,4,0,1,650,2600
2484,1,522,,CAT,38,38,0,1,700,26600
2484,2,571,,CAT,30,30,0,1,60,1800
2485,1,522,,CAT,12.5,12.5,0,1,700,8750
2485,2,571,,CAT,25,25,0,1,60,1500
2486,1,522,,CAT,10,10,0,1,700,7000
2487,1,522,,CAT,5,5,0,1,700,3500
2488,1,53,,CAT,4,4,0,1,120,480
2488,2,523,,CAT,9,6,0,1,935,5610
2488,3,523,,CAT,9,6,0,1,935,5610
2488,4,196,,CAT,17,17,0,1,1400,23800
2488,5,51,,CAT,10,10,0,1,210,2100
2488,6,83,,CAT,15,15,0,1,450,6750
2489,1,259,,CAT,25,25,0,1,300,7500
2490,1,361,,CAT,5,5,0,1,1000,5000
2491,1,28,,CAT,70,70,0,1,45,3150
2492,1,13,,CAT,5,5,0,1,600,3000
2493,1,522,,CAT,1,1,0,1,710,710
2494,1,522,"Rasili,Mirch Kam",CAT,12,8,0,1,855,6840
2495,1,522,,CAT,4,3,0,1,850,2550
2496,1,542,,CAT,7,7,0,1,1000,7000
2496,2,517,,CAT,5,5,0,1,1450,7250
2496,3,83,,CAT,5,5,5,1,500,2500
2496,4,53,,CAT,3,3,0,1,120,360
2496,5,51,,CAT,2,2,0,1,210,420
2497,1,522,,CAT,7.5,5,0,1,855,4275
2498,1,361,Rasili,CAT,5,4,0,1,1000,4000
2499,1,361,"PACKING 500 GRM",CAT,12,10,0,1,976,9760
2500,1,542,,CAT,10,10,0,1,1000,10000
2501,1,66,,CAT,7,7,0,1,1400,9800
2501,2,545,,CAT,3,3,0,1,1000,3000
2502,1,12,,CAT,5,5,0,1,1450,7250
2502,2,522,,CAT,5,5,0,1,850,4250
2502,3,107,,CAT,5,5,0,1,550,2750
2503,1,522,,CAT,7,5,0,1,826,4130
2504,1,522,,CAT,8,8,0,1,710,5680
2505,1,130,,CAT,0.5,0.5,0,1,2000,1000
2506,1,522,,PARTY,7,5,0,1,450,2250
2507,1,522,,CAT,8,6,0,1,907,5442
2507,2,39,,CAT,6,6,0,1,600,3600
2508,1,522,,CAT,7,7,0,1,710,4970
2508,2,30,,CAT,3,3,0,1,900,2700
2509,1,522,,CAT,18,12,0,1,955,11460
2510,1,522,,CAT,52.25,52.25,0,1,710,37098
2510,2,571,,CAT,50,50,0,1,60,3000
2510,3,614,,CAT,10,10,0,1,200,2000
2511,1,522,,CAT,17.5,17.5,0,1,710,12425
2511,2,571,,CAT,40,40,0,1,60,2400
2512,1,361,,CAT,1.5,1.5,0,1,880,1320
2513,1,66,,PARTY,13,13,0,1,400,5200
2513,2,55,,CAT,2,2,0,1,200,400
2513,3,429,,PARTY,10,10,0,1,400,4000
2513,4,97,,CAT,6,6,0,1,600,3600
2513,5,522,,CAT,13.5,9,0,1,1000,9000
2513,6,53,,CAT,10,10,0,1,120,1200
2513,7,316,,CAT,4,4,0,1,240,960
2513,8,697,,CAT,26,26,0,1,280,7280
2514,1,55,,CAT,2,2,0,1,200,400
2514,2,97,,CAT,6,6,0,1,600,3600
2514,3,522,,CAT,12,8,0,1,905,7240
2514,4,748,,CAT,15,15,0,1,900,13500
2514,5,316,,CAT,6,6,0,1,240,1440
2514,6,53,,CAT,6,6,0,1,120,720
2514,7,697,,CAT,20,20,0,1,220,4400
2515,1,130,,CAT,1.5,1.5,0,1,1800,2700
2516,1,13,,CAT,5,5,0,1,700,3500
2517,1,316,,CAT,5,5,0,1,240,1200
2517,2,1,,CAT,9,6,0,1,1000,6000
2517,3,53,,CAT,2,2,0,1,120,240
2517,4,517,,CAT,10,10,0,1,1600,16000
2518,1,488,,PARTY,7,7,0,1,400,2800
2518,2,488,,PARTY,2,2,0,1,400,800
2519,1,623,,CAT,10,10,0,1,750,7500
2520,1,530,,CAT,5,5,0,1,790,3950
2521,1,1,"Chat Pati",CAT,8,8,0,1,790,6320
2522,1,1,"Chat Pati",CAT,5,5,0,1,790,3950
2523,1,13,,CAT,5,5,0,1,690,3450
2523,2,1,,CAT,7.5,5,0,1,935,4675
2523,3,53,,CAT,4,4,0,1,220,880
2524,1,522,"Sindhi Style",CAT,10,10,0,1,760,7600
2525,1,53,,CAT,4,4,0,1,120,480
2525,2,111,,CAT,5,5,0,1,590,2950
2526,1,522,,CAT,13.5,9,0,1,935,8415
2526,2,187,,CAT,10,10,0,1,600,6000
2527,1,13,,CAT,5,5,0,1,690,3450
2527,2,187,,CAT,6,6,0,1,600,3600
2527,3,522,,CAT,7.5,5,0,1,935,4675
2528,1,1,,CAT,22.5,15,0,1,935,14025
2528,2,83,,CAT,15,15,0,1,600,9000
2529,1,563,,CAT,2,2,0,1,300,600
2529,2,53,,CAT,2,2,0,1,120,240
2529,3,51,,CAT,3,3,0,1,210,630
2529,4,55,,CAT,1.5,1.5,0,1,200,300
2529,5,45,,CAT,40,40,0,1,50,2000
2529,6,16,"Mirch Kam,Oil Kam",CAT,6,6,0,1,640,3840
2529,7,1,"MIRCH KAM,OIL KAM",CAT,7.5,5,0,1,885,4425
2530,1,30,,CAT,3,3,0,1,1000,3000
2530,2,1,,CAT,9,6,0,1,885,5310
2530,3,21,,CAT,10,10,0,1,650,6500
2530,4,55,,CAT,2,2,0,1,200,400
2530,5,81,,CAT,3,3,0,1,500,1500
2531,1,522,,CAT,4,4,0,1,760,3040
2532,1,522,"Koyala,Spicy",CAT,5,5,0,1,790,3950
2533,1,1,,CAT,5,5,0,1,790,3950
2533,2,16,,CAT,5,5,0,1,690,3450
2533,3,324,,CAT,5,5,0,1,600,3000
2534,1,513,"Golden,Koyala",CAT,11,11,0,1,740,8140
2535,1,522,,CAT,20,20,0,1,740,14800
2536,1,522,,CAT,5,5,0,1,790,3950
2537,1,522,Golden,CAT,9,6,0,1,985,5910
2537,2,16,,CAT,10,10,0,1,690,6900
2537,3,53,,CAT,8,8,0,1,150,1200
2538,1,522,,CAT,46,46,0,1,760,34960
2538,2,571,,CAT,50,50,0,1,60,3000
2538,3,614,,CAT,8,8,0,1,200,1600
2539,1,522,,CAT,9.5,9.5,0,1,760,7220
2540,1,1,Spicy,CAT,7,5,0,1,906,4530
2541,1,517,,CAT,12,12,0,1,1500,18000
2541,2,623,,CAT,18,18,0,1,900,16200
2541,3,161,,CAT,16,16,0,1,1500,24000
2541,4,224,,CAT,10,10,0,1,350,3500
2541,5,140,,CAT,1,1,0,1,5000,5000
2541,6,55,,CAT,1,1,0,1,200,200
2541,7,563,,CAT,2,2,0,1,350,700
2541,8,563,,CAT,2,2,0,1,250,500
2541,9,1,,CAT,6,4,0,1,1000,4000
2541,10,1,,CAT,4.5,3,0,1,1000,3000
2541,11,510,,CAT,5,5,0,1,500,2500
2542,1,140,VIP,CAT,1,1,0,1,4000,4000
2542,2,548,"THAI LEG",CAT,18,18,0,1,600,10800
2542,3,294,,CAT,18,18,0,1,700,12600
2542,4,133,,CAT,15,15,0,1,700,10500
2542,5,47,,CAT,10,10,0,1,300,3000
2542,6,563,,CAT,2,2,0,1,300,600
2542,7,107,,CAT,6,6,0,1,450,2700
2542,8,678,,CAT,10,10,0,1,550,5500
2542,9,168,,CAT,60,60,0,1,0,0
2542,10,97,,CAT,5,5,0,1,650,3250
2542,11,707,,CAT,120,120,0,1,40,4800
2542,12,66,,CAT,10,10,0,1,1400,14000
2543,1,361,,CAT,7.5,5,0,1,1270,6350
2543,2,76,,CAT,5,5,0,1,925,4625
2543,3,21,,CAT,10,10,0,1,650,6500
2543,4,53,,CAT,2,2,0,1,150,300
2543,5,51,,CAT,2,2,0,1,250,500
2544,1,187,,CAT,85,85,0,1,500,42500
2545,1,53,,CAT,5,5,0,1,120,600
2545,2,76,,CAT,6,6,0,1,925,5550
2545,3,55,,CAT,2,2,0,1,200,400
2545,4,1,,CAT,7.5,5,0,1,935,4675
2545,5,489,,CAT,8,8,0,1,875,7000
2545,6,324,,CAT,8,8,0,1,550,4400
2546,1,542,,PARTY,12,10,0,1,570,5700
2547,1,4,,CAT,5,5,0,1,860,4300
