item_id,name,unit,rate,category_id
674,"BEEF GARLIC MAYO ROLL",NOS,0,29
675,"CHICKEN MALAI CRISPY ROLL",NOS,110,29
676,"BEEF MAYO CHEESE ROLL",NOS,0,29
677,"BEEF BEHARI MAYO GARLIC ROLL",NOS,0,29
678,"CH SPL HANDI (F)",PLATE,750,16
679,"MUTTON ARBI KARAHI (H)",PLATE,0,16
680,"CHICKEN JUMBO BURGER",PLATE,150,28
681,"CH WHITE KARAHI DRY (H)",PLATE,380,16
682,"PRAWN HANDI (H)",PLATE,500,16
683,"CHICKEN KTAKAT HANDI (H)",PLATE,450,16
684,"CRUNCH ICE CREAM",NOS,80,30
686,"SPL CH WHITE KARAHI (F)",PLATE,750,16
687,"CH CHASKA WHITE KARAHI (H)",PLATE,380,16
688,"CH GREEN KARAHI (H)",PLATE,400,16
689,"CH BRAIN KARAHI (H)",PLATE,450,16
690,"CH GRILL KABAB KRI (H)",PLATE,350,16
691,"CHICKEN CAPITAL KARAHI (H)",PLATE,400,16
692,"CH MLAI BEHARI CHUTNI ROLL",NOS,100,29
693,"BEEF BEHARI KABAB ROLL",NOS,0,29
694,"VANILLA ICE CREAM",NOS,80,30
695,"MUTTON ACHAR KARAHI (H)",PLATE,0,16
696,"TROTI FRUITI ICE CREAM",NOS,80,30
697,"CH MALAI TIKKA (CHEST)",NOS,0,8
698,"CH HARA MASALA KARAHI (H)",PLATE,350,16
699,"CHICKEN CRISPY ROLL",NOS,90,29
701,"MUTTON SPL HANDI (H)",PLATE,0,16
703,"CH MASALA HANDI (F)",PLATE,750,16
704,"SPL MUTTON WHITE KARAHI (H)",PLATE,0,16
706,"SINGAPUREAN RICE (SMALL)",PLATE,0,22
707,"SINGAPUREAN RICE FAMILY PACK (SMALL)",PLATE,0,22
708,"SINGAPUREAN RICE (LARGE)",PLATE,0,22
710,"CH SHAHI HANDI (H)",PLATE,475,16
711,"MTN BROWN KARAHI -G/B (H)",PLATE,675,16
713,"CHICKEN ARBI KARAHI (H)",PLATE,400,16
714,"BLUEBERRY ICE CREAM",NOS,80,30
715,"CHICKEN (BBQ)",KGS,0,34
716,"CHICKEN KALEGI POTA",KGS,0,34
717,"CHICKEN (STAFF)",KGS,0,34
718,"PRESSURE COOKER",NOS,100,1
719,"CHICKEN WHOLE (LIVE KARAHI)",KGS,0,34
720,"CHICKEN SABZI SAMOSA",NOS,0,1
721,"MUGGA LARGE",NOS,400,1
722,"CHICKEN WINGS",KGS,0,34
723,BATTERY,NOS,3500,1
724,"MINERAL WATER (LARGE)",PCS,45,16
725,"CHICKEN BROAST MAYO (H)",NOS,320,28
726,"CH BROWN KARAHI -G/B (H)",PLATE,400,16
727,"CHICKEN CHANA HANDI (H)",PLATE,375,16
728,"CH MALAI MAYO CHEESE ROLL",NOS,100,29
729,"CH MALAI CRISPY CHEESE ROLL",NOS,110,29
730,SOLUTION,NOS,25,1
731,"COLOR BRUSH",NOS,0,1
732,"HARDWARE & ELECTRIC GOODS",NOS,0,1
733,MUG,NOS,320,1
734,"DUST BIN",NOS,42,1
735,"CHICKEN (FOR HALEEM)",KGS,0,34
736,"JO (BARLEY)",KGS,55,1
737,"KALI MASH",KGS,0,1
738,"GOODS FOR COLOUR",NOS,0,1
739,"JUICE/FALODA STRAW",KGS,230,1
740,"FALOODA MACHINE",NOS,0,1
741,MUNAQQA,KGS,0,1
742,"TUK MALANGA",KGS,0,1
743,"STEEL KNIFE",NOS,0,1
744,"SAUCE PAN",NOS,0,1
745,"JUICER MACHINE",NOS,5700,1
746,"SMALL BHAGONA",NOS,0,1
747,"STEEL BALTI",NOS,700,1
748,"SYRUP CHOCOLATE STRAWBARY",BOTTLE,225,1
749,"TABASKO SAUCE",NOS,140,1
750,"OFFICE FILE",NOS,20,1
751,CALCULATER,NOS,500,1
752,"FOOD COLOR",BOX,88,1
753,COMAIL,BOX,0,1
754,"APPLE JAM",BOX,0,1
755,"PLASTIC PLATE",NOS,150,1
756,"CHICKEN BONELESS (BBQ)",KGS,0,34
757,"CHICKEN BONELESS (FAST FOOD)",KGS,0,34
758,"VEAL (MUQADDAM)",KGS,350,1
759,"BEEF QEEMA",KGS,0,1
760,"BIRYANI BOX LARGE",NOS,5,2
761,"WATER BANK",NOS,20,1
762,METHI,NOS,100,4
763,"SMALL VALVE",NOS,280,1
764,CLIP,NOS,140,1
765,NOZAL,NOS,100,1
766,MARBAL,NOS,0,1
767,"MUTTON (KARAHI)",KGS,0,1
768,"MUTTON MAGHAZ",PCS,0,1
769,"VINEGAR (615-ML)",PCS,38,1
770,"HEERA (FISH)",KGS,450,15
771,"MIX CHICKEN (STAFF FOOD)",KGS,0,34
772,"CHICKEN RESHEMI KARAHI (H)",PLATE,425,16
773,"CH LAHORI KARAHI (H)",PLATE,380,16
774,"CH LALA JHINGA HANDI (H)",PLATE,550,16
776,"ALUMINIUM BOX (F-2) 500-G",NOS,7.2,1
777,"ALUMINIUM BOX (F-3) 1-KG",NOS,9.4,1
778,"ALUMINIUM BOX (F-4) 2 KG",NOS,20,1
779,"CHEESE IN KGS",KGS,903,1
780,"PIN PLUG",NOS,20,1
781,"STEEL JALI",NOS,0,1
782,"GLASS LOCK",NOS,0,1
783,"EXTRA CHICKEN",KGS,0,34
784,"WAFARE BISCUT",NOS,50,1
785,"GRAPE FRUITE",NOS,0,1
786,CHERRY,KG,480,1
787,"OREGANO (PKT)",NOS,38,1
788,"PEPRICA POWDER",PKT,38,1
789,CHULNI,NOS,100,1
790,"PLASTIC JAAR SET",NOS,0,1
791,"STEEL BOWL",NOS,300,1
792,MUGGA,NOS,225,1
793,"SMALL STEEL BALTI",NOS,600,1
794,"LARGE STEEL BALTI",NOS,700,1
795,"WATER COOLER",NOS,0,1
796,"SMALL STEEL BOWL",NOS,0,1
797,"FRY SPOON",NOS,150,1
798,"PLASTIC (JAAR)",NOS,110,1
799,"AL-HAAJ SPL ICE CREAM",NOS,100,30
802,"CURRENCY CHECKER LIGHT",NOS,0,1
803,"MINRAL WATER 19 LTR",LITERS,80,1
804,"ORANGE (KENO)",NOS,0,1
805,"PLASTIC ICE BOX",NOS,0,1
806,"PLASTIC CUP",NOS,21.67,1
807,"LAKRI DASTA",NOS,0,1
808,"AALO CUTTER",NOS,1200,1
809,"CUTTING BOARD",NOS,350,1
810,"LARGE VALVE",NOS,0,1
811,"BALOR RODE",NOS,0,1
812,"SUNNY PLAST CHOT PATTI",NOS,2,1
813,KEYBOARD,NOS,400,1
814,"CHICKEN MALAI KOFTA (SINGLE)",PLATE,80,16
815,"CH VEGETABLE HANDI (H)",PLATE,375,16
816,"BANANA SHAKE",NOS,60,30
817,"PINEAPPLE SHAKE",NOS,100,30
818,"FRESH LIME 7UP",NOS,50,12
819,"BATAIR SPL KARAHI (H)",PLATE,450,16
820,"CH GREEN HANDI (F)",PLATE,750,16
821,"VANILLA SHAKE",NOS,70,30
825,"COCKTAIL SHAKE",NOS,120,30
826,"CADBURY SHAKE",NOS,120,30
827,"BOUNTY SHAKE",NOS,120,30
828,"BLUEBERRY SHAKE",NOS,120,30
831,"MANGO SHAKE",NOS,90,30
833,"STRAWBERRY SHAKE",NOS,100,30
834,"PISACHOO SHAKE",NOS,120,30
836,"CHICKEN CHEESE BROAST (H)",NOS,320,28
837,"CHICKEN CHEESE BROAST (F)",NOS,640,28
853,"CH KALY HARY MAIN KARAHI (H)",PLATE,380,16
854,"CH MASALA HANDI (H)",PLATE,400,16
855,TISSUE,PCS,0.7225,1
856,"HALEEM PLATE",PLATE,80,16
858,"PRINTED SHOPPER (14 X 17)",NOS,0,2
862,"BEEF BEHARI CHATNI ROLL",NOS,0,29
863,"CH MUGHLAI HANDI (F)",PLATE,850,16
864,"CH GREEN KARAHI (F)",PLATE,750,16
865,"STOW (CHOLHA)",NOS,350,1
866,"INSECT KILLER",NOS,590,1
867,"CONNECTION BOX",NOS,170,1
868,"EXTANSION WIRE",NOS,200,1
869,CHUTKHANI,NOS,20,1
870,"ROLL BUN",NOS,10,1
871,TAI,KGS,180,1
872,"OREGANO (KGS)",KGS,360,1
873,"WHITE TIL",KGS,230,1
874,JAWATRI,KGS,1750.1,3
878,"CH MALAI CRISPY MAYO ROLL",NOS,110,29
879,"CH MALAI HOT N JUICY ROLL",NOS,110,29
882,"BEEF GREEN CHILLI MAYO ROLL",NOS,0,29
888,"MIX PAPER BAGS",NOS,0.6,1
889,"BEEF BONELESS (COUNTER)",KGS,480,1
890,"BEEF WITH BONE (ORDER)",KGS,0,1
891,"HALDI POWDER (PKT)",NOS,50,1
892,"QEEMA (STAFF)",KGS,280,1
894,"CH MUGHLAI KARAHI (H)",PLATE,425,16
895,"CH PESHAWRI KARAHI (F)",PLATE,680,16
896,"MTN PESHAWRI KARAHI (H)",PLATE,550,16
897,"OIL FILTER",NOS,130,1
898,T.M.OIL,LTR,575,1
899,"A/C FILTER",NOS,1900,1
900,"BURNER 40-NOZAL",NOS,1300,1
902,"COLD DRINK STRING",PCS,30,16
903,"COLD DRINK JUMBO",PCS,120,16
904,PIPE,FT,25,1
905,"GARLIC CHILLI (POUCH)",KGS,610,1
906,BLUEBERRY,NOS,350,1
907,"TELEPHONE WIRE",NOS,0,1
908,"CHICKEN BONELESS (KARAHI)",KGS,0,34
909,"SOFTWARE CD",NOS,30,1
910,"VANILLA ICE CREAM",PACK,1000,1
911,"KULFA NUTS ICE CREAM",PACK,1000,1
912,"CHCOLATE CHIP ICE CREAM",PACK,1000,1
913,"STRAWBERRY RIPPLE ICE CREAM",PACK,1000,1
914,"BLUEBERRY ICE CREAM",PACK,1000,1
915,"CHOCOLATE CHIPS",PACK,1000,1
917,"CHICKEN NIHARI",PLATE,700,1
922,"COLD DRINK 500 ML",PCS,45,16
924,"CREAM COCKTALL CUP",CUP,65,16
925,"COLD DRINK 1.5 LTR",PCS,85,16
926,"MINERAL WATER (SMALL)",PCS,25,16
929,"CHICKEN BROAST MAYO (F)",NOS,640,28
930,"AL HAJ SPL CH JANGLI KARAHI (H)",PLATE,850,16
931,"CH REAL VLAGE (PANDO) KRHI (F)",PLATE,2600,16
932,"CH REAL VLAGE (PANDO) KARAHI (H)",PLATE,1350,16
933,"CH BAMBOO KARAHI (H)",PLATE,500,16
934,"BEEF BEHARI GREEN CHILLI MAYO ROLL",NOS,0,29
945,"PIZZA FRIES",PLATE,380,16
946,"CH SULIMANI KARAHI (H)",PLATE,360,16
947,"CH ACHAR HANDI (H)",PLATE,430,16
948,"FISH SPL HANDI (H)",PLATE,500,16
949,"CHICKEN KTAKAT HANDI (F)",PLATE,950,16
951,"MTN BROWN KARAHI DRY (H)",PLATE,625,16
952,"KHASH KHASH (PKT)",NOS,10,1
954,"HAND WASH (EMPTY BOTTLE)",NOS,1,1
955,"GARLIC POWDER (KGS)",KGS,200,1
956,"GINGER POWDER",KGS,200,1
957,"JUICE GLASS",PCS,35,1
958,"MILK POWDER",KGS,380,1
959,"PAPER BAGS (NO.5)",PKT,75,2
960,"PLAIN SHOPPER (15 X 22)",KGS,0,1
961,"SCALE CHARGER",NOS,300,1
962,"SALAD BOX (FAR HALEEM MASALAH)",NOS,160,1
963,"HEERA FINGER (FISH)",KGS,400,15
964,"COLD DRINK 2.25 LTR",NOS,91.5,1
965,"ACHAR MASALA",KGS,300,1
966,"CORN FLOUR (DAILY FOOD)",KGS,117,1
967,"CH NAMKEEN KARAHI (H)",PLATE,350,16
968,"MUTTON LAHORI KARAHI (H)",PLATE,0,16
969,"AALO BUKHARA CHUTNI",KGS,260,1
970,"BIO PHYNILE ROSE",LTR,60,1
971,"VEAL (KABAB KA GOSHT)",KGS,270,1
972,"SUZUKI TYRE TUBE",NOS,400,1
973,"FIRE BURNER",NOS,28000,1
974,"HEAVY DUTY BLANDER (PAK)",NO,24000,1
975,"CHICKEN WITHOUT PINGER",KGS,0,34
976,"SMALL GREEN PLATER",NOS,250,1
977,"CH ACHAR KARAHI (H)",PLATE,350,16
978,"CH SAFEDA KARAHI (H)",PLATE,360,16
979,"CHICKEN SHAN KARAHI (H)",PLATE,380,16
980,"CH GAJI BAR MNTKMRI KRHI (H)",PLATE,450,16
981,"CH DHAMAKA KARAHI (H)",PLATE,450,16
982,"MTN NAMKEEN KARAHI (H)",PLATE,600,16
983,"LAL MURABBA",KGS,130,1
984,"HARA MURABBA",KGS,130,1
985,"MANGO ICE CREAM",PACK,1000,1
986,"CRUNCH ICE CREAM",PACK,1000,1
987,"TUTI FRUTTI ICE CREAM",PACK,1000,1
988,BENGAN,KGS,15,1
989,"STEEL BOX",NOS,1400,1
990,"SHOPPER BOX",NOS,0,1
991,"KASHMIRI TEA",KG,9,1
992,"AL HAJ SPL CH JNGLI HANDI (H)",PLATE,950,16
993,"CHICKEN CAPITAL HANDI (H)",PLATE,430,16
994,"CHICKEN SHAN HANDI (H)",PLATE,400,16
995,"CH NAMKEEN HANDI (H)",PLATE,375,16
996,"CH DHAMAKA HANDI (H)",PLATE,450,16
997,"CHICKEN NIHARI GRABI",KG,200,16
998,"CH PRIME HANDI (H)",PLATE,425,16
999,"CHICKEN ARBI HANDI (H)",PLATE,430,16
1000,"CHICKEN SHAHI KARAHI (H)",PLATE,500,16
1001,"CH NOOR JAHAN KARAHI (F)",PLATE,950,16
1002,"CH MEHDI HASSAN KARAHI (H)",PLATE,600,16
1003,"CH SHAHJAHAN KARAHI (H)",PLATE,550,16
1004,"CH PIYARAY LAL KARAHI (H)",PLATE,500,16
1005,"CH LALA JHINGA KARAHI (H)",PLATE,700,16
1006,"CH DO PYAZA KARAHI (H)",PLATE,450,16
1007,"HAND FAN",NOS,120,1
1008,"MAYONIES (MAXICON)",NOS,75,1
1009,"MAYONIES (YOUNG'S)",NOS,245,1
1010,"SPL MUTTON WHITE KARAHI (F)",PLATE,0,16
1011,"INDEX BOOK",NOS,60,1
1012,"MALE & FEMALE (PLUGE)",NOS,35,1
1013,"ELECTRIC WIRE",MTR,38,1
1014,PRAWN-SMALL,KGS,350,1
1015,"CAPSUL LIGHT",NOS,100,1
1016,"ENERGY SAVER 11W",NOS,140,1
1017,"BATH LIGHT",NOS,700,1
1018,"ALOAI LIGHT COVER",NOS,1900,1
1019,FAN,NOS,3275,1
1020,"CIRCO MATIC 18'' FAN",NOS,2450,1
1021,"LED 10-WATTS",NOS,1200,1
1022,"IMPERIAL CLASSIC 30ML",NOS,231.9,1
1023,"FLOOR SCRUMBER WITH HAN",NOS,378.45,1
1024,"TH JE1600 JUICER 1.8 LTR",NOS,3000,1
1025,"WC BRUSH SET CLASSIC",NOS,343.96,1
1026,"ALUMINIUM BOX (F-1) 250-G",NOS,5,1
1027,"SCREW & GITTI (CAP)",DZN,15,1
1028,"AGAR BATTI",NOS,30,1
1029,"PISTA NUTS ICE CREAM",NOS,1000,1
1030,"PINEAPPLE ICE CREAM",NOS,1000,1
1031,"DAIG (BIG, SMALL & MEDIUM)",NOS,0,31
1032,"MAYONIES (GOOD)",LTR,0,1
1033,"ICE CREAM CUP",NOS,41.666,1
1034,"BIRYANI MASALA IN PACK",NOS,840,1
1035,"RED-CHILLIES POWDER IN PKT",NOS,170,3
1036,"BURNER 25-NOZAL",NOS,1,1
1037,"HD-ROTI KA ROLL",KGS,210,2
1038,"DHAKKAN (RAITA BOWL)",NOS,1.25,1
1039,"HD: SIZE (7 X 9)",KGS,215,1
1040,"DUPLICATE BILL BOOK (LARGE)",NOS,50,1
1041,"DUPLICATE BILL BOOK (SMALL)",NOS,25,1
1042,"SAWAINYA (COLOUR) 200-G",NOS,38,1
1043,"GINGER GARLIC POWDER",KGS,200,1
1044,"MUTTON ACHAR HANDI (H)",PLATE,0,16
1045,"FALSA (GREWIA)",KGS,70,1
1046,"CH BROWN KARAHI DRY (F)",PLATE,650,16
1047,"CHICKEN SHAN HANDI (F)",PLATE,750,16
1048,"CHAIR (GREEN)",NOS,1300,31
1049,"SMALL TABLE (GREEN)",NOS,1800,31
1050,"CAKE (SMALL)",NOS,60,1
1051,CHAYNE,NOS,140,1
1052,"GINGER POWDER PACKET",NOS,33,1
1053,"GARLIC POWDER PACKET 50-G",NOS,33,1
1054,"COLD DRINK STRAW",KGS,240,1
1055,"PAPER SHERMAL BAGS (NO.1)",PKT,20,2
1056,"DISPOSIBLE SPOON (L)",NOS,0.65,1
1057,"TIN CUTTER (STEEL)",NOS,75,1
1058,"LEMON CUTTER (WOOD)",NOS,75,1
1059,"PALLA (FISH)",KGS,467,15
1060,"PLAIN SHOPPER (10 X 14)",KGS,0,1
1061,"MUSHKA SMALL 500GM",PLATE,175,33
1062,"CHICKEN SHAN KARAHI (F)",PLATE,700,16
1063,"ENERGY SAVER 24W",NOS,210,1
1064,"HD: SIZE (6 X 8)",KGS,200,1
1065,"(SMALL) PAPER BAGS",PCS,0.688,1
1066,"AL HAJ SPL MTN JNGLI KARAHI (H)",PLATE,1050,16
1067,"CH HARA MASALA KARAHI (F)",PLATE,650,16
1068,"C.N.G ADVANCER",NOS,4500,1
1069,"CHUNNA (STEEL)",NOS,250,1
1070,"DETOLE -HAND WASH",BOTTLE,99,1
1071,"CYTOPAN 500MG",NOS,10.9,1
1072,"ELECTRIC WIRE (COIL)",COIL,3600,1
1073,"HIGH LIGHTER",PCS,50,1
1074,WHITO,PCS,30,1
1075,"PAPER BAGS (NO.3)",PKT,55,2
1076,"QT (ROUGH PAD) - KGS",KGS,90,1
1077,"CH SHAHJAHAN KARAHI (F)",PLATE,1000,16
1078,"COMPUTER INVOICE",PCS,2.5,1
1079,"ROD (400 WATT)",NOS,600,1
1080,"PUMFLET (PRINT)",PCS,1.8,1
1081,"MANU CARD RESTAURANT",PCS,100,1
1082,"CURRENCY CHECKER MACHINE",PCS,0,1
1083,"MACHINE GOODS",NOS,0,1
1084,"CH SHAHI HANDI (F)",PLATE,900,16
1085,"MEDA (COUNTER) IN PCS",PCS,23,1
1086,"SMALL TABLE (WHITE)",NOS,1500,31
1087,"BIG TABLE (WHITE)",NOS,0,31
1088,"CHAIR (WHITE)",NOS,900,31
1089,"DINNER PLATE (WHITE)",NOS,0,31
1090,"QTR PLATE (WHITE)",NOS,0,31
1091,"B.B.Q PLATER (PLASTIC)",NOS,0,31
1092,"RICE SPOON (STEEL)",NOS,0,31
1093,"ICE CREAM /SWEET SPOON (STEEL)",NOS,0,31
1094,"FORCKS (STEEL)",NOS,0,31
1095,"SMALL TRY (STEEL)",NOS,0,31
1096,"BIG TRY (STEEL)",NOS,0,31
1097,"SMALL TRY (PLASTIC)",NOS,0,31
1098,"BIG TRY ( PLASTIC)",NOS,1,31
1099,"THERMAL PRINTER ROLLS-LARGE",NOS,57,1
1100,"STRAWBERRY ICE CREAM",PACK,1000,1
1101,SWEETS,KGS,440,1
1102,"FAT (RIWAS)",KGS,120,1
1103,"OYSTER SAUCE",NOS,224,1
1104,"FISH FILAY (BROKEN)",KGS,220,1
1105,"CHANNAL PATTI (CHINA)",NOS,60,1
1106,"MUTTON GREEN HANDI (H)",PLATE,0,16
1107,"MUTTON BAMBU KARAHI (H)",PLATE,0,16
1108,"MUTTON KTAKAT KARAHI (H)",PLATE,0,16
1109,"MTN DHAMAKA KARAHI (H)",PLATE,600,16
1110,"MAIN HOLE CAP (DHUKKAN)",NOS,500,1
1111,"AIR FRESHNER",NOS,135,1
1112,"KAFOOR TABLET (GOLEE)",NOS,45,1
1113,"CH MUGHLAI KARAHI (F)",PLATE,800,16
1114,"CH BROWN KARAHI -G/B (F)",PLATE,750,16
1115,"CH ACHAR KARAHI (F)",PLATE,650,16
1116,"PLASTIC TUB",NOS,350,1
1117,"ENERGY SAVER 25W",NOS,160,1
1118,"NO-SPA TABS 40MG",NOS,2.33,1
1119,"HD: SIZE (4 X 5) (CHATNI)",KGS,210,1
1120,PHENYLE,KGS,33.334,1
1121,"SAFI IN PCS",PCS,20.833,1
1122,"CH DHAMAKA KARAHI (F)",PLATE,850,16
1123,"MANGO ESSANCE",BOTT,210,1
1124,"POWER PLUG",NOS,200,1
1125,"CHARGING/EMERGENCY LIGHT",NOS,800,1
1126,"CARD SHEET",NOS,14,1
1127,"CHICKEN TIKKA MASALA",PK,38.39,1
1128,"JASMINE GREEN TEA (SACHET)",NOS,15,1
1129,"MTN RESHEMI KARAHI (H)",PLATE,600,16
1130,"SLICE CHEESE",KGS,690,1
1131,"CHEDAL CHEESE IN PCS",NOS,185,1
1132,"WASH BASAN COMPLETE JALI",NOS,750,1
1133,"PRAWN HANDI (F)",PLATE,850,16
1134,"PLANT (PODA)",NOS,50,1
1135,"ENERGY SAVER 85W",NOS,750,1
1136,"PIPE (IN PIECE)",NOS,50,1
1137,"MUTTON SPL HANDI (F)",PLATE,0,16
1138,"CH GRILL KBAB KRHI (F)",PLATE,650,16
1139,"CH LAHORI KARAHI (F)",PLATE,700,16
1140,"BALL BEARING",NOS,270,1
1141,GREESE,NOS,80,1
1142,"MTN NAMKEEN KARAHI (F)",PLATE,1100,16
1143,"CHICKEN KTAKAT KARAHI (F)",PLATE,900,16
1144,"CH SULIMANI KARAHI (F)",PLATE,680,16
1145,"MTN PESHAWRI KARAHI (F)",PLATE,1050,16
1146,CEMENT,KGS,12,1
1147,"GENERATER OIL",LTR,387.5,1
1148,"MUTTON SHAN HANDI (H)",PLATE,0,16
1149,"SALARY BOOK",NOS,225,1
1150,PENCIL,NOS,6.5,1
1151,"LAL KAPRA",MTR,70,1
1152,"PAPER BAGS (NO.4)",PKT,65,2
1153,TAWA,NOS,3000,1
1154,"ANGETHI WITH VALVE",NOS,828,1
1155,"MUTTON KATAKAT HANDI (F)",PLATE,0,16
1156,"MTN DHAMAKA KARAHI (F)",PLATE,1100,16
1157,"TOILET CLEANER",NOS,110,1
1158,"PIPE NIPPLE",NOS,30,1
1159,"WATER TAP",NOS,15,1
1160,"NULL (TAP)",NOS,300,1
1161,"CHAKKI AATA",BAG,2040,1
1162,"TEA MATE",NOS,100,1
1163,"DOUBLE TAPE",NOS,70,1
1164,"SALT POT",NOS,250,1
1165,"SPRAY BOTTLE",NOS,100,1
1166,CHAIN,NOS,140,1
1167,"ROP (RASSI)",NOS,125,1
1168,"CHILLI GARLIC KETCHUP (KNORR)",NOS,610,1
1169,"CH NAMKEEN KARAHI (F)",PLATE,650,16
1170,"DANDA BRUSH PLASTIC",NOS,1,1
1171,"MUTTON ACHAR HANDI (F)",PLATE,0,16
1173,HALEEM,NOS,120,1
1174,"MUTTON BAMBU KARAHI (F)",PLATE,0,16
1175,"MUTTON GREEN KARAHI (H)",PLATE,0,16
1176,NEEL,NOS,30,1
1177,"DEMAND BOOK",NOS,135,1
1178,"ORDER BOOKING BOOK",NOS,200,1
1179,"ACCOUNTS REGISTER",NOS,445,1
1180,"ATTENDANCE REGISTER",NOS,225,1
1181,"DELIVERY CHALLAN BOOK",NOS,80,1
1182,"TRIPLICATE BOOK (LARGE)",NOS,70,1
1183,"TRIPLICATE BOOK (SMALL)",NOS,40,1
1184,"AL HAJ SPL MTN JNGLI KARAHI (F)",PLATE,2000,16
1185,MOONJ,KGS,300,1
1186,"PLAIN SHOPPER (15 X 19)",KGS,0,2
1187,LOTA,NOS,60,1
1188,"BEEF FOR HALEEM",KGS,0,1
1189,"AL HAJ SPL CH JNGLI HANDI (F)",PLATE,1850,16
1190,"ICE CREAM 1/2 LTR",NOS,130,30
1191,"CLIP BOARD",NOS,75,1
1192,"CH NAMKEEN HANDI (F)",PLATE,700,16
1193,"FISH SPL KARAHI (F)",PLATE,950,16
1194,"CH CHASKA WHITE KARAHI (F)",PLATE,650,16
1195,"USED CHAIR",NOS,2000,1
1196,"PAPER BAGS (NO.2)",PKT,36,2
1197,"AFTARI FRUIT",NOS,1800,1
1198,"FOAM (CLEANER)",NOS,5,1
1199,"ZATOFEN TABS",NOS,6.49,1
1200,"THERMAL ECR ROLLS-SMALL",NOS,42,1
1201,AMONIA,KGS,40,1
1202,JAM-E-SHEREEN,BOTT,229.16,1
1203,GULQAND,KGS,160,1
1204,"BIRYANI BOX-(LP-11) QTR",PCS,4.5,2
1205,"DISH WASH",LTR,15,1
1206,"HAND WASH",LTR,50,1
1207,"MTN BROWN KARAHI DRY (F)",PLATE,1150,16
1208,"MUTTON GREEN KARAHI (F)",PLATE,0,16
1209,"MUTTON SHAHI HANDI (H)",PLATE,0,16
1210,"MUTTON WHITE KARAHI DRY (H)",PLATE,0,16
1211,"CH LALA JHINGA KARAHI (F)",PLATE,1300,16
1212,"MUTTON KTAKAT KARAHI (F)",PLATE,0,16
1213,"ORANGE ESSENCE",BOTT,491.66,1
1214,"PINEAPPLE ESSENCE",NOS,230,1
1215,"TELEPHONE SET (PANASONIC)",NOS,950,1
1216,"MTN DHAMAKA HANDI (F)",PLATE,1050,16
1217,HOLDER,NOS,20,1
1218,"TANDOOR KAY PATRAY",NOS,0,1
1219,BELAN,NOS,0,1
1220,"TANDOOR JORE (PAIR)",NOS,1500,1
1221,"PARSAL BOX- LARGE",PCS,0,1
1222,"SUZUKI TYRE WITH TUBE",NOS,3300,1
1223,"KARAHI GOSHT MASALA",NOS,44.166,3
1224,"ACHAR GOSHT MASALA",NOS,44.166,3
1225,"ICE CREAM SCOOP",NOS,600,1
1226,"KARONDA MURABBA",KGS,240,1
1227,"APPLE MURABBA",KGS,240,1
1228,"ORANGE MURABBA",KGS,200,1
1229,"MTN HARA MASALA KARAHI (H)",PLATE,550,16
1230,"PELA MURABBA",KGS,110,1
1231,"MTN CHASKA WHITE KARAHI (F)",PLATE,1050,16
1232,"MTN BROWN KARAHI -G/B (F)",PLATE,1250,16
1233,"ERASER (RABBER)",NOS,15,1
1234,SHARPNER,NOS,6,1
1235,STAPLER,NOS,180,1
1236,"BATTERY WATER",NOS,150,1
1237,BRICK,NOS,50,1
1238,"JASMINE GREEN TEA (JAAR)",NOS,100,1
1239,BLOCK,NOS,17,1
1240,"SAND (RETI)",NOS,200,1
1241,"SHIRT (WAITER)",NOS,1,1
1242,"TROUZER (PANT)",NOS,1,1
1243,"CHICKEN RESHEMI KARAHI (F)",PLATE,780,16
1244,"CH KALY HARY MAIN KARAHI (F)",PLATE,650,16
1245,"LOHAY WALI SHELF",NOS,1,1
1246,PANCHAKHAY,NOS,1,1
1247,"MTN KALY HARY MAIN KARAHI (H)",PLATE,550,16
1248,"MTN RESHEMI KARAHI (F)",PLATE,1150,16
1249,"STAMP PAD INK",NOS,30,1
1250,"WATER PUMP (1 HP)",NOS,12000,1
1251,"PONI (STEEL)",NOS,250,1
1252,"MATTI KE TIKYA",DZN,75,1
1253,"MUTTON WHITE KARAHI DRY (F)",PLATE,0,16
1254,"CH ACHAR HANDI (F)",PLATE,800,16
1255,"BATAIR SPL HANDI (H)",PLATE,400,16
1256,"MC-50 (SALAN BOWL)",NOS,6.3,31
1257,FISHKUND,KGS,650,15
1258,"LEDGER REGISTER",NOS,325,1
1259,"KHAGGA (FISH)",KGS,167,15
1260,"FISH- THELA DEMBARA",KGS,267,15
1261,"FISH- RAAHO",KGS,270,15
1262,"FISH- SURMAEE SLICE",KGS,325,15
1263,"SAARAM FINGER (LARGE FISH)",KGS,356,15
1264,"SOHA BETHKI FINGER (FISH)",KGS,345,15
1265,"SAARAM FINGER (SMALL FISH)",KGS,218,15
1266,"FISH- MUSHKA",KGS,450,15
1267,"FISH- DHOOTAR",KGS,360,15
1268,"FISH- CHINA PAAPLATE",KGS,380,15
1269,"FISH- BLACK PAAPLATE",KGS,404,15
1270,"FISH- WHITE PAAPLATE",KGS,450,15
1271,"REGISTER LARGE",NOS,180,1
1272,"SPL GRILL BOTI HANDI (H)",PLATE,450,16
1273,"CH CHILLI WITH RICE",PLATE,0,14
1274,"CH MANCHORIN (SZ/RICE)",PLATE,0,14
1275,"PRAWN SHASHILK WITH RICE",PLATE,0,14
